SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,SAFE_DISTANCE
15,DC:A6:32:2C:42:BC,2020-07-14 20:12:34.155236,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-64,1
16,DC:A6:32:2C:42:BC,2020-07-14 20:12:35.015243,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-66,1
17,DC:A6:32:2C:42:BC,2020-07-14 20:12:37.019091,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-61,1
18,DC:A6:32:2C:42:BC,2020-07-14 20:12:38.019685,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-74,1
19,DC:A6:32:2C:42:BC,2020-07-14 20:12:39.204165,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-65,1
20,DC:A6:32:2C:42:BC,2020-07-14 20:12:40.111765,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-67,1
21,DC:A6:32:2C:42:BC,2020-07-14 20:12:41.479203,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-67,1
22,DC:A6:32:2C:42:BC,2020-07-14 20:12:42.021722,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-64,1
23,DC:A6:32:2C:42:BC,2020-07-14 20:12:44.036678,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-64,1
24,DC:A6:32:2C:42:BC,2020-07-14 20:12:45.629352,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-58,1
25,DC:A6:32:2C:42:BC,2020-07-14 20:12:46.025516,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-58,1
26,DC:A6:32:2C:42:BC,2020-07-14 20:12:47.026802,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-66,1
27,DC:A6:32:2C:42:BC,2020-07-14 20:12:48.004404,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-67,1
28,DC:A6:32:2C:42:BC,2020-07-14 20:12:49.601291,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-61,1
29,DC:A6:32:2C:42:BC,2020-07-14 20:12:50.005606,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-65,1
30,DC:A6:32:2C:42:BC,2020-07-14 20:12:51.808252,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-65,1
31,DC:A6:32:2C:42:BC,2020-07-14 20:12:52.005656,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-69,1
32,DC:A6:32:2C:42:BC,2020-07-14 20:12:54.009511,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-63,1
33,DC:A6:32:2C:42:BC,2020-07-14 20:12:55.187022,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-66,1
34,DC:A6:32:2C:42:BC,2020-07-14 20:12:56.010152,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-70,1
35,DC:A6:32:2C:42:BC,2020-07-14 20:12:57.149622,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-68,1
36,DC:A6:32:2C:42:BC,2020-07-14 20:12:58.015862,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-73,1
37,DC:A6:32:2C:42:BC,2020-07-14 20:13:00.019685,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-79,1
38,DC:A6:32:2C:42:BC,2020-07-14 20:13:02.019821,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-67,1
39,DC:A6:32:2C:42:BC,2020-07-14 20:13:03.157232,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-76,1
40,DC:A6:32:2C:42:BC,2020-07-14 20:13:04.022286,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-72,1
41,DC:A6:32:2C:42:BC,2020-07-14 20:13:05.030976,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-70,1
42,DC:A6:32:2C:42:BC,2020-07-14 20:13:06.044771,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-62,1
43,DC:A6:32:2C:42:BC,2020-07-14 20:13:07.499790,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-70,1
44,DC:A6:32:2C:42:BC,2020-07-14 20:13:08.027283,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-73,1
45,DC:A6:32:2C:42:BC,2020-07-14 20:13:10.027404,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-69,1
46,DC:A6:32:2C:42:BC,2020-07-14 20:13:12.028640,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-74,1
47,DC:A6:32:2C:42:BC,2020-07-14 20:13:13.104975,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-71,1
48,DC:A6:32:2C:42:BC,2020-07-14 20:13:14.028679,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-61,1
49,DC:A6:32:2C:42:BC,2020-07-14 20:13:15.171848,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-59,1
50,DC:A6:32:2C:42:BC,2020-07-14 20:13:16.030039,b789e1be-c648-11ea-b22f-dca6322c42bb,1,1,1,-66,1
0,DC:A6:32:2C:42:BC,2020-07-14 23:00:35.455502,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-69,1
1,DC:A6:32:2C:42:BC,2020-07-14 23:00:36.471993,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-86,1
2,DC:A6:32:2C:42:BC,2020-07-14 23:00:38.476979,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-70,1
3,DC:A6:32:2C:42:BC,2020-07-14 23:00:39.065773,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-73,1
4,DC:A6:32:2C:42:BC,2020-07-14 23:00:40.240724,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-73,1
5,DC:A6:32:2C:42:BC,2020-07-14 23:00:41.055723,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-67,1
6,DC:A6:32:2C:42:BC,2020-07-14 23:00:42.908086,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-69,1
7,DC:A6:32:2C:42:BC,2020-07-14 23:00:43.008625,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-77,1
8,DC:A6:32:2C:42:BC,2020-07-14 23:00:44.062753,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-80,1
9,DC:A6:32:2C:42:BC,2020-07-14 23:00:45.411850,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-69,1
10,DC:A6:32:2C:42:BC,2020-07-14 23:00:46.626751,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-83,1
11,DC:A6:32:2C:42:BC,2020-07-14 23:00:47.044171,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-77,1
12,DC:A6:32:2C:42:BC,2020-07-14 23:00:48.062949,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-77,1
13,DC:A6:32:2C:42:BC,2020-07-14 23:00:49.570038,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-82,1
14,DC:A6:32:2C:42:BC,2020-07-14 23:00:50.028000,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-78,1
15,DC:A6:32:2C:42:BC,2020-07-14 23:00:51.124138,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-79,1
16,DC:A6:32:2C:42:BC,2020-07-14 23:00:52.204098,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-84,1
17,DC:A6:32:2C:42:BC,2020-07-14 23:00:53.220339,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-81,1
18,DC:A6:32:2C:42:BC,2020-07-14 23:00:54.344062,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-89,1
19,DC:A6:32:2C:42:BC,2020-07-14 23:00:55.996645,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-80,1
20,DC:A6:32:2C:42:BC,2020-07-14 23:00:56.005293,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-76,1
21,DC:A6:32:2C:42:BC,2020-07-14 23:00:57.076553,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-73,1
22,DC:A6:32:2C:42:BC,2020-07-14 23:00:58.002752,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-72,1
23,DC:A6:32:2C:42:BC,2020-07-14 23:00:59.277742,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-75,1
24,DC:A6:32:2C:42:BC,2020-07-14 23:01:00.029728,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-73,1
25,DC:A6:32:2C:42:BC,2020-07-14 23:01:01.182960,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-81,1
26,DC:A6:32:2C:42:BC,2020-07-14 23:01:02.004099,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-85,1
27,DC:A6:32:2C:42:BC,2020-07-14 23:01:03.282768,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-77,1
28,DC:A6:32:2C:42:BC,2020-07-14 23:01:04.007906,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-94,1
29,DC:A6:32:2C:42:BC,2020-07-14 23:01:05.805261,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-75,1
30,DC:A6:32:2C:42:BC,2020-07-14 23:01:06.037661,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-84,1
31,DC:A6:32:2C:42:BC,2020-07-14 23:01:07.016462,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-79,1
32,DC:A6:32:2C:42:BC,2020-07-14 23:01:08.520218,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-81,1
33,DC:A6:32:2C:42:BC,2020-07-14 23:01:09.172631,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-88,1
34,DC:A6:32:2C:42:BC,2020-07-14 23:01:10.875208,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-84,1
35,DC:A6:32:2C:42:BC,2020-07-14 23:01:11.053825,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-79,1
36,DC:A6:32:2C:42:BC,2020-07-14 23:01:12.025123,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-89,1
37,DC:A6:32:2C:42:BC,2020-07-14 23:01:13.466357,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-78,1
38,DC:A6:32:2C:42:BC,2020-07-14 23:01:14.022626,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-77,1
39,DC:A6:32:2C:42:BC,2020-07-14 23:01:15.086398,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-80,1
40,DC:A6:32:2C:42:BC,2020-07-14 23:01:16.022561,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-77,1
41,DC:A6:32:2C:42:BC,2020-07-14 23:01:17.658219,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-87,1
42,DC:A6:32:2C:42:BC,2020-07-14 23:01:18.022561,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-79,1
43,DC:A6:32:2C:42:BC,2020-07-14 23:01:20.027575,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-78,1
44,DC:A6:32:2C:42:BC,2020-07-14 23:01:21.392569,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-80,1
45,DC:A6:32:2C:42:BC,2020-07-14 23:01:23.173765,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-83,1
46,DC:A6:32:2C:42:BC,2020-07-14 23:01:25.178816,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-74,1
47,DC:A6:32:2C:42:BC,2020-07-14 23:01:26.656244,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-86,1
48,DC:A6:32:2C:42:BC,2020-07-14 23:01:27.353762,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-73,1
49,DC:A6:32:2C:42:BC,2020-07-14 23:01:28.037455,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-72,1
50,DC:A6:32:2C:42:BC,2020-07-14 23:01:29.204954,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-66,1
51,DC:A6:32:2C:42:BC,2020-07-14 23:01:31.210060,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-66,1
52,DC:A6:32:2C:42:BC,2020-07-14 23:01:32.043689,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-69,1
53,DC:A6:32:2C:42:BC,2020-07-14 23:01:34.046363,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-65,1
54,DC:A6:32:2C:42:BC,2020-07-14 23:01:35.117519,6b14b132-c65d-11ea-8d8d-dca6322c42bb,1,1,1,-82,1
0,DC:A6:32:2C:42:BC,2020-07-14 23:19:22.088955,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-79,1
1,DC:A6:32:2C:42:BC,2020-07-14 23:19:23.124191,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-61,1
2,DC:A6:32:2C:42:BC,2020-07-14 23:19:24.169716,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-54,1
3,DC:A6:32:2C:42:BC,2020-07-14 23:19:25.248444,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-56,1
4,DC:A6:32:2C:42:BC,2020-07-14 23:19:26.072386,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-69,1
5,DC:A6:32:2C:42:BC,2020-07-14 23:19:27.022356,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-71,1
6,DC:A6:32:2C:42:BC,2020-07-14 23:19:28.202372,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-65,1
7,DC:A6:32:2C:42:BC,2020-07-14 23:19:29.004144,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-68,1
8,DC:A6:32:2C:42:BC,2020-07-14 23:19:30.019780,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-71,1
9,DC:A6:32:2C:42:BC,2020-07-14 23:19:31.219945,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-65,1
10,DC:A6:32:2C:42:BC,2020-07-14 23:19:32.269939,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-75,1
11,DC:A6:32:2C:42:BC,2020-07-14 23:19:33.393612,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-80,1
12,DC:A6:32:2C:42:BC,2020-07-14 23:19:34.085534,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-82,1
13,DC:A6:32:2C:42:BC,2020-07-14 23:19:35.394907,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-71,1
14,DC:A6:32:2C:42:BC,2020-07-14 23:19:36.128803,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-77,1
15,DC:A6:32:2C:42:BC,2020-07-14 23:19:37.091152,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-74,1
16,DC:A6:32:2C:42:BC,2020-07-14 23:19:38.157402,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-75,1
17,DC:A6:32:2C:42:BC,2020-07-14 23:19:39.014248,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-75,1
18,DC:A6:32:2C:42:BC,2020-07-14 23:19:40.091315,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-83,1
19,DC:A6:32:2C:42:BC,2020-07-14 23:19:41.022586,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-87,1
20,DC:A6:32:2C:42:BC,2020-07-14 23:19:42.072527,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-80,1
21,DC:A6:32:2C:42:BC,2020-07-14 23:19:43.024344,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-82,1
22,DC:A6:32:2C:42:BC,2020-07-14 23:19:44.217639,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-79,1
23,DC:A6:32:2C:42:BC,2020-07-14 23:19:45.106270,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-90,1
24,DC:A6:32:2C:42:BC,2020-07-14 23:19:46.743942,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-79,1
25,DC:A6:32:2C:42:BC,2020-07-14 23:19:47.033769,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-76,1
26,DC:A6:32:2C:42:BC,2020-07-14 23:19:48.024436,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-73,1
27,DC:A6:32:2C:42:BC,2020-07-14 23:19:49.097543,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-74,1
28,DC:A6:32:2C:42:BC,2020-07-14 23:19:50.291337,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-66,1
29,DC:A6:32:2C:42:BC,2020-07-14 23:19:51.004624,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-64,1
30,DC:A6:32:2C:42:BC,2020-07-14 23:19:52.020117,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-60,1
31,DC:A6:32:2C:42:BC,2020-07-14 23:19:53.030328,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-57,1
32,DC:A6:32:2C:42:BC,2020-07-14 23:19:54.311416,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-58,1
33,DC:A6:32:2C:42:BC,2020-07-14 23:19:55.057650,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-61,1
34,DC:A6:32:2C:42:BC,2020-07-14 23:19:56.227802,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-59,1
35,DC:A6:32:2C:42:BC,2020-07-14 23:19:57.030777,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-66,1
36,DC:A6:32:2C:42:BC,2020-07-14 23:19:58.505188,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-64,1
37,DC:A6:32:2C:42:BC,2020-07-14 23:19:59.030226,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-70,1
38,DC:A6:32:2C:42:BC,2020-07-14 23:20:00.024023,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-69,1
39,DC:A6:32:2C:42:BC,2020-07-14 23:20:01.076718,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-64,1
40,DC:A6:32:2C:42:BC,2020-07-14 23:20:02.145306,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-67,1
41,DC:A6:32:2C:42:BC,2020-07-14 23:20:03.564089,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-75,1
42,DC:A6:32:2C:42:BC,2020-07-14 23:20:04.169025,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-66,1
43,DC:A6:32:2C:42:BC,2020-07-14 23:20:05.031588,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-77,1
44,DC:A6:32:2C:42:BC,2020-07-14 23:20:06.171714,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-92,1
45,DC:A6:32:2C:42:BC,2020-07-14 23:20:07.061628,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-78,1
46,DC:A6:32:2C:42:BC,2020-07-14 23:20:08.310416,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-63,1
47,DC:A6:32:2C:42:BC,2020-07-14 23:20:09.543489,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-64,1
48,DC:A6:32:2C:42:BC,2020-07-14 23:20:10.020386,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-63,1
49,DC:A6:32:2C:42:BC,2020-07-14 23:20:11.103064,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-72,1
50,DC:A6:32:2C:42:BC,2020-07-14 23:20:12.094172,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-81,1
51,DC:A6:32:2C:42:BC,2020-07-14 23:20:13.104132,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-83,1
52,DC:A6:32:2C:42:BC,2020-07-14 23:20:14.124152,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-77,1
53,DC:A6:32:2C:42:BC,2020-07-14 23:20:15.039139,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-73,1
54,DC:A6:32:2C:42:BC,2020-07-14 23:20:17.044406,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-62,1
55,DC:A6:32:2C:42:BC,2020-07-14 23:20:18.246173,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-67,1
56,DC:A6:32:2C:42:BC,2020-07-14 23:20:19.126813,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-64,1
57,DC:A6:32:2C:42:BC,2020-07-14 23:20:20.144943,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-62,1
58,DC:A6:32:2C:42:BC,2020-07-14 23:20:21.011912,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-63,1
59,DC:A6:32:2C:42:BC,2020-07-14 23:20:22.050545,b8ca6282-c662-11ea-8805-dca6322c42bb,1,1,1,-73,1
